position,track name,artist,streams,region,date,spotify_id
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
NA,NA,NA,NA,mt,2020-01-10--2020-01-17,NA
