Track Name,spotify_id,Artist,Streams,Danceability,Valence,Energy
Shape of You,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,5388572.0,0.825,0.931,0.652
Thunder,0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,3079918.0,0.6,0.298,0.81
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,2986535.0,0.617,0.446,0.635
Solo Dance,6HUnnBwYZqcED1eQztxMBN,Martin Jensen,2700074.0,0.744,0.36,0.836
Believer,0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,2679783.0,0.779,0.708,0.787
It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,Kygo,2628959.0,0.64,0.515,0.533
OK,3bWAqKDWg6u1davspr5IkS,Robin Schulz,2563357.0,0.653,0.583,0.81
Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,Luis Fonsi,2537450.0,0.66,0.846,0.786
Despacito - Remix,5CtI0qwDJkDQGwXD1H1cLb,Luis Fonsi,2507484.0,0.694,0.813,0.815
Paris,72jbDTw1piOOj770jWNeaG,The Chainsmokers,2446924.0,0.653,0.219,0.658
Galway Girl,0afhq8XCExXpqazXczTSve,Ed Sheeran,2446187.0,0.624,0.781,0.876
More Than You Know,3PEgB3fkiojxms35ntsTgs,Axwell /\ Ingrosso,2403153.0,0.644,0.544,0.743
Tuesday,7abpmGpF7PGep2rDU68GBR,Burak Yeter,2355700.0,0.841,0.675,0.639
I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,Lauv,2234862.0,0.752,0.419,0.505
There's Nothing Holdin' Me Back,79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,2206805.0,0.857,0.966,0.8
Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,Jason Derulo,2160598.0,0.696,0.782,0.817
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3NdDpSvN911VPGivFlV5d0,ZAYN,2099825.0,0.735,0.0862,0.451
Was du Liebe nennst,4hKWUzhQWsOkgT6LnDEASe,Bausa,2098193.0,0.874,0.746,0.487
Attention,4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,2072788.0,0.774,0.777,0.626
Stay (with Alessia Cara),0dA2Mk56wEzDgegdC6R17g,Zedd,2043277.0,0.679,0.498,0.634
Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix,2029105.0,0.584,0.195,0.54
Havana,0ofbQMrRDsUaVKq2mGLEAb,Camila Cabello,2019138.0,0.768,0.418,0.517
Call On Me - Ryan Riback Extended Remix,78rIJddV4X0HkNAInEcYde,Starley,1989303.0,0.67,0.717,0.838
Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,1964204.0,0.461,0.471,0.834
Mi Gente,2rb5MvYT7ZIxbKW5hfcHx8,J Balvin,1906988.0,0.543,0.294,0.677
New Rules,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,1856298.0,0.762,0.608,0.7
Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann,1852188.0,0.703,0.733,0.868
Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,1850909.0,0.599,0.168,0.448
Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,1834244.0,0.707,0.457,0.629
rockstar,7wGoVu4Dady5GV0Sv4UIsx,Post Malone,1816458.0,0.577,0.119,0.522
