Track Name,spotify_id,Artist,Streams,Danceability,Valence,Energy
FRIENDS,08bNPGLD8AhKpnnERrAc6G,Marshmello,2064284.0,0.626,0.534,0.88
In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,2005021.0,0.694,0.163,0.77
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,Rudimental,2002108.0,0.653,0.55,0.809
IDGAF,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,1992144.0,0.836,0.51,0.544
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,Camila Cabello,1972582.0,0.765,0.394,0.523
Nevermind,63SevszngYpZOwf63o61K4,Dennis Lloyd,1879586.0,0.6,0.0793,0.688
One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,Calvin Harris,1848095.0,0.791,0.592,0.862
Shape of You,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,1835627.0,0.825,0.931,0.652
Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,Clean Bandit,1766759.0,0.737,0.565,0.636
Better Now,7dt6x5M1jzdTEt8oCbisTK,Post Malone,1583744.0,0.68,0.341,0.578
SAD!,3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,1510647.0,0.74,0.473,0.613
Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,1372176.0,0.801,0.754,0.795
Rise,3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,1331331.0,0.69,0.669,0.784
Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,Tiësto,1320169.0,0.747,0.687,0.834
Girls Like You (feat. Cardi B),7fa9MBXhVfQ8P8Df9OEbD8,Maroon 5,1311581.0,0.851,0.448,0.541
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,1223612.0,0.617,0.446,0.635
I Like It,58q2HKrzhC3ozto2nDdN4z,Cardi B,1220585.0,0.816,0.65,0.726
rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,Post Malone,1207003.0,0.585,0.129,0.52
Perfect,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,1147950.0,0.599,0.168,0.448
Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80,Kygo,1139581.0,0.689,0.312,0.505
Cizí zeď,7nLZ336nDC44S0CCXcCBJm,ONEMANSHOW Foundation,1139576.0,0.539,0.66,0.852
New Rules,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,1112886.0,0.762,0.608,0.7
More Than You Know,71bBFbfn2OBK5QwUJSLS44,Axwell /\ Ingrosso,1083281.0,0.642,0.519,0.733
Natural,4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,1072855.0,0.448,0.213,0.612
God's Plan,2XW4DbS6NddZxRPm5rMCeY,Drake,1004322.0,0.758,0.373,0.448
Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,Justin Timberlake,1004075.0,0.707,0.372,0.632
Lonely Together (feat. Rita Ora),2OALaHcDdKkjYEpAr0Qzab,Avicii,978209.0,0.655,0.272,0.666
Happier,2dpaYNEQHiRxtZbfNsse99,Marshmello,929585.0,0.687,0.671,0.792
All Falls Down (feat. Juliander),5yFSF6qQA1rcLsQRnBsZgb,Alan Walker,927516.0,0.658,0.662,0.678
Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,benny blanco,923048.0,0.56,0.319,0.68
Wolves,7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez,916187.0,0.715,0.327,0.802
